"age_group","is_female","category","N","count","percent"
"[70,75)",0,"PVD",132931,4207,0.0316479978334625
"[70,75)",1,"PVD",141998,2815,0.0198242228763785
"[75,80)",0,"PVD",105409,4298,0.0407745069206614
"[75,80)",1,"PVD",120512,3337,0.0276901885289432
"[80,120]",0,"PVD",151034,7144,0.047300607810162
"[80,120]",1,"PVD",232841,8949,0.0384339527832298
"[40,45)",0,"PerNeuro",172517,56,0.000324605691033347
"[40,45)",1,"PerNeuro",187351,28,0.000149452097933825
"[45,50)",0,"PerNeuro",191647,67,0.000349601089503097
"[45,50)",1,"PerNeuro",205987,59,0.000286425842407531
"[50,55)",0,"PerNeuro",194280,109,0.000561045913115092
"[50,55)",1,"PerNeuro",206261,89,0.000431492138601093
"[55,60)",0,"PerNeuro",179016,150,0.000837913929481164
"[55,60)",1,"PerNeuro",184086,100,0.000543224362526211
"[60,65)",0,"PerNeuro",168743,207,0.00122671755272811
"[60,65)",1,"PerNeuro",172071,110,0.000639270998599415
"[65,70)",0,"PerNeuro",164314,237,0.00144236035882518
"[65,70)",1,"PerNeuro",167680,128,0.000763358778625954
"[70,75)",0,"PerNeuro",132931,242,0.00182049333864937
"[70,75)",1,"PerNeuro",141998,157,0.00110564937534331
"[75,80)",0,"PerNeuro",105409,220,0.00208710831143451
"[75,80)",1,"PerNeuro",120512,147,0.00121979553903346
"[80,120]",0,"PerNeuro",151034,303,0.00200617079597971
"[80,120]",1,"PerNeuro",232841,268,0.00115100003865299
"[40,45)",0,"Thyroid",172517,729,0.00422567051363054
"[40,45)",1,"Thyroid",187351,3038,0.01621555262582
"[45,50)",0,"Thyroid",191647,965,0.00503529927418639
"[45,50)",1,"Thyroid",205987,3819,0.0185400049517688
"[50,55)",0,"Thyroid",194280,1070,0.00550751492690961
"[50,55)",1,"Thyroid",206261,4393,0.0212982580322989
"[55,60)",0,"Thyroid",179016,1178,0.00658041739285874
"[55,60)",1,"Thyroid",184086,4130,0.0224351661723325
"[60,65)",0,"Thyroid",168743,1215,0.00720029867905632
"[60,65)",1,"Thyroid",172071,3766,0.0218863143702309
"[65,70)",0,"Thyroid",164314,1290,0.00785082220626362
"[65,70)",1,"Thyroid",167680,3619,0.0215827767175573
"[70,75)",0,"Thyroid",132931,1253,0.00942594278234573
"[70,75)",1,"Thyroid",141998,3066,0.021591853406386
"[75,80)",0,"Thyroid",105409,1187,0.0112608980257853
"[75,80)",1,"Thyroid",120512,2606,0.0216244025491237
"[80,120]",0,"Thyroid",151034,2290,0.0151621489201107
"[80,120]",1,"Thyroid",232841,5282,0.0226850082244965
"[40,45)",0,"Vision",172517,411,0.00238237391097689
"[40,45)",1,"Vision",187351,411,0.0021937432946715
"[45,50)",0,"Vision",191647,640,0.00333947309376093
"[45,50)",1,"Vision",205987,642,0.00311670153941754
"[50,55)",0,"Vision",194280,890,0.0045810170887379
"[50,55)",1,"Vision",206261,843,0.00408705475101934
"[55,60)",0,"Vision",179016,1089,0.00608325512803325
"[55,60)",1,"Vision",184086,1069,0.00580706843540519
"[60,65)",0,"Vision",168743,1534,0.00909074746804312
"[60,65)",1,"Vision",172071,1563,0.00908345973464442
